Disease	Disease_URI	Relationship	Relationship_URI	Gene	Gene_URI
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	EIF2AK4	http://identifiers.org/hgnc.symbol/EIF2AK4
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ELN	http://identifiers.org/hgnc.symbol/ELN
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ENG	http://identifiers.org/hgnc.symbol/ENG
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ENPP1	http://identifiers.org/hgnc.symbol/ENPP1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	EOGT	http://identifiers.org/hgnc.symbol/EOGT
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	EP300	http://identifiers.org/hgnc.symbol/EP300
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ERCC4	http://identifiers.org/hgnc.symbol/ERCC4
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ERCC6	http://identifiers.org/hgnc.symbol/ERCC6
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ERCC8	http://identifiers.org/hgnc.symbol/ERCC8
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ERMARD	http://identifiers.org/hgnc.symbol/ERMARD
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ESCO2	http://identifiers.org/hgnc.symbol/ESCO2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ESS2	http://identifiers.org/hgnc.symbol/ESS2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	EXT2	http://identifiers.org/hgnc.symbol/EXT2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FADD	http://identifiers.org/hgnc.symbol/FADD
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCA	http://identifiers.org/hgnc.symbol/FANCA
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCB	http://identifiers.org/hgnc.symbol/FANCB
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCC	http://identifiers.org/hgnc.symbol/FANCC
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCD2	http://identifiers.org/hgnc.symbol/FANCD2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCE	http://identifiers.org/hgnc.symbol/FANCE
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCF	http://identifiers.org/hgnc.symbol/FANCF
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCG	http://identifiers.org/hgnc.symbol/FANCG
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCI	http://identifiers.org/hgnc.symbol/FANCI
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCL	http://identifiers.org/hgnc.symbol/FANCL
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCM	http://identifiers.org/hgnc.symbol/FANCM
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBLN5	http://identifiers.org/hgnc.symbol/FBLN5
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBN1	http://identifiers.org/hgnc.symbol/FBN1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBN2	http://identifiers.org/hgnc.symbol/FBN2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBXW11	http://identifiers.org/hgnc.symbol/FBXW11
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FGF10	http://identifiers.org/hgnc.symbol/FGF10
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FGF8	http://identifiers.org/hgnc.symbol/FGF8
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FGFR1	http://identifiers.org/hgnc.symbol/FGFR1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FGFR2	http://identifiers.org/hgnc.symbol/FGFR2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FGFR3	http://identifiers.org/hgnc.symbol/FGFR3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FIG4	http://identifiers.org/hgnc.symbol/FIG4
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FKBP14	http://identifiers.org/hgnc.symbol/FKBP14
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FKTN	http://identifiers.org/hgnc.symbol/FKTN
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FLI1	http://identifiers.org/hgnc.symbol/FLI1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FLNA	http://identifiers.org/hgnc.symbol/FLNA
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FLNB	http://identifiers.org/hgnc.symbol/FLNB
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FLT4	http://identifiers.org/hgnc.symbol/FLT4
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FMR1	http://identifiers.org/hgnc.symbol/FMR1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FN1	http://identifiers.org/hgnc.symbol/FN1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXC1	http://identifiers.org/hgnc.symbol/FOXC1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXC2	http://identifiers.org/hgnc.symbol/FOXC2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXE3	http://identifiers.org/hgnc.symbol/FOXE3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXF1	http://identifiers.org/hgnc.symbol/FOXF1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXJ1	http://identifiers.org/hgnc.symbol/FOXJ1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	FTO	http://identifiers.org/hgnc.symbol/FTO
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	G6PC3	http://identifiers.org/hgnc.symbol/G6PC3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GABRD	http://identifiers.org/hgnc.symbol/GABRD
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GANAB	http://identifiers.org/hgnc.symbol/GANAB
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GAS2L2	http://identifiers.org/hgnc.symbol/GAS2L2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GAS8	http://identifiers.org/hgnc.symbol/GAS8
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GATA1	http://identifiers.org/hgnc.symbol/GATA1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GATA4	http://identifiers.org/hgnc.symbol/GATA4
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GATA5	http://identifiers.org/hgnc.symbol/GATA5
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GATA6	http://identifiers.org/hgnc.symbol/GATA6
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GBA	http://identifiers.org/hgnc.symbol/GBA
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GDF1	http://identifiers.org/hgnc.symbol/GDF1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GJA1	http://identifiers.org/hgnc.symbol/GJA1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GJA5	http://identifiers.org/hgnc.symbol/GJA5
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GJA8	http://identifiers.org/hgnc.symbol/GJA8
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GLI2	http://identifiers.org/hgnc.symbol/GLI2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GLI3	http://identifiers.org/hgnc.symbol/GLI3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GP1BB	http://identifiers.org/hgnc.symbol/GP1BB
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GPC3	http://identifiers.org/hgnc.symbol/GPC3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GPC4	http://identifiers.org/hgnc.symbol/GPC4
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	GPC6	http://identifiers.org/hgnc.symbol/GPC6
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	HCCS	http://identifiers.org/hgnc.symbol/HCCS
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	HDAC4	http://identifiers.org/hgnc.symbol/HDAC4
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	HES7	http://identifiers.org/hgnc.symbol/HES7
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	HGD	http://identifiers.org/hgnc.symbol/HGD
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	HIBCH	http://identifiers.org/hgnc.symbol/HIBCH
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	HLA-B	http://identifiers.org/hgnc.symbol/HLA-B
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	HLA-DRB1	http://identifiers.org/hgnc.symbol/HLA-DRB1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	HNRNPK	http://identifiers.org/hgnc.symbol/HNRNPK
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	HPGD	http://identifiers.org/hgnc.symbol/HPGD
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	HRAS	http://identifiers.org/hgnc.symbol/HRAS
