gene_short_name,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
TMEM105,,,,6.09844E-06,,
TMEM106A,,,,0.000372769,,
TMEM106C,,,,2.94699E-08,,
TMEM107,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002418, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",22,,0.00036984,,
TMEM108,,,1.04523E-05,,,
TMEM109,,,,0.000234424,,
TMEM110,,,9.48148E-06,,,
TMEM110-MUSTN1,,,,3.50857E-05,,
TMEM114,,,,1.61843E-05,,
TMEM119,,,,0.000522244,,
TMEM125,,,,4.40845E-06,,
TMEM126B,"HP:0002011, HP:0002060, HP:0002363, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,,0.000278856,,acetazolamide
TMEM127,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,0.014668488,,,
TMEM129,,,,0.000173454,,
TMEM130,,,9.71399E-05,,,
TMEM132B,,,4.62754E-06,,,
TMEM132C,,,0.036468064,,,
TMEM132D,,,0.000416075,,,
TMEM134,,,,3.43922E-09,,
TMEM138,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002418, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",22,,1.40361E-10,,
TMEM139,,,,1.53241E-06,,
TMEM140,,,,1.00164E-05,,
TMEM141,,,,2.35057E-07,,
TMEM143,,,,0.000287815,,
TMEM145,,,7.94884E-08,,,
TMEM14A,,,0.029633386,,,
TMEM14B,,,0.010082399,,mebendazole,
TMEM14C,,,,0.000115236,,
TMEM14E,,,,3.56414E-06,,
TMEM150B,,,,1.15388E-05,,
TMEM150C,,,0.000794072,,,
TMEM151A,,,0.020351657,,,
TMEM151B,,,1.59381E-06,,,
TMEM155,,,,0.000644761,,
TMEM158,,,0.000579322,,"bupivacaine, cortisol, diflunisal, sparfloxacin, yohimbine",
TMEM159,,,,2.26645E-06,,
TMEM160,,,,4.59399E-08,,
TMEM163,,,0.000867271,,,
TMEM167A,,,,0.000131723,,
TMEM167B,,,,4.65092E-05,,
TMEM168,,,0.019494318,,,
TMEM169,,,1.58654E-06,,,
TMEM170B,,,2.47974E-09,,,
TMEM173,,,,0.000350792,,
TMEM175,,,0.007793859,,,
TMEM176A,,,,3.68242E-12,,"prostaglandin-e1, resveratrol, sulfasalazine"
TMEM176B,,,,4.76718E-11,,"chlordiazepoxide, exemestane, flurbiprofen, hydrocortisone, prostaglandin-e1, resveratrol, solanine, sulfasalazine"
TMEM177,,,,0.000276059,,
TMEM178A,,,0.002292527,,,
TMEM178B,,,1.87613E-10,,,
TMEM179,,,0.004688685,,,
TMEM179B,,,,0.000102288,,
TMEM18,,,,2.29984E-05,,
TMEM180,,,0.000169696,,,
TMEM181,,,0.008547018,,,
TMEM183A,,,,0.00043001,,
TMEM184A,,,,3.61449E-07,,
TMEM184C,,,4.5595E-09,,,
TMEM187,,,,1.44968E-06,,
TMEM189,,,,0.000391991,,
TMEM190,,,,5.27466E-06,,
TMEM194B,,,,0.000486664,,
TMEM196,,,2.16467E-06,,,
TMEM199,HP:0012759,1,,0.000636929,,
TMEM200B,,,,7.48374E-06,,
TMEM200C,,,0.014134391,,,
TMEM203,,,,4.62111E-05,,
TMEM204,,,,0.000769818,,propylthiouracil
TMEM205,,,,9.04751E-05,,
TMEM206,,,0.004829194,,,
TMEM207,,,,1.15872E-05,,
TMEM208,,,,1.14248E-10,,
TMEM210,,,,4.42945E-06,,
TMEM213,,,2.04773E-05,,,
TMEM214,,,,3.67734E-05,,
TMEM217,,,,6.23089E-08,,
TMEM219,,,,9.44528E-05,,
TMEM229B,,,7.86674E-05,,,
TMEM230,,,,2.24467E-08,,
TMEM232,,,0.000147516,,,
TMEM233,,,,1.76683E-11,,
TMEM234,,,,1.28751E-06,,
TMEM236,,,,1.49747E-12,,
TMEM238,,,,2.57537E-11,,
TMEM241,,,0.013637821,,,
TMEM244,,,,2.23883E-06,,
TMEM246,,,0.017203107,,,
TMEM247,,,,8.12222E-05,,
TMEM248,,,,1.92445E-05,,
TMEM25,,,0.009902318,,,
TMEM253,,,,1.06083E-07,,
TMEM256,,,,2.04474E-08,,
TMEM256-PLSCR3,,,,0.000190295,,
TMEM257,,,0.000124716,,,
TMEM258,,,,4.56435E-10,,
TMEM259,,,,9.46752E-07,,progesterone
TMEM26,,,,1.28553E-07,,
TMEM260,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0100547",10,0.024573317,,,
TMEM261,,,,1.5932E-06,,
TMEM27,,,,4.40659E-07,,
TMEM30B,,,,4.83657E-18,,
TMEM31,,,,4.25175E-07,,
TMEM35,,,2.6133E-07,,,
TMEM37,,,,5.60269E-07,,
TMEM38A,,,0.002416229,,,
TMEM38B,HP:0012759,1,0.014609793,,,
TMEM39A,,,,1.799E-09,,
TMEM39B,,,0.002374572,,,
TMEM40,,,,0.000319688,,
TMEM41A,,,,0.000193468,,
TMEM45A,,,,5.72611E-05,,"acetazolamide, betamethasone, chlordiazepoxide, lonidamine, propranolol, thiotepa"
TMEM54,,,,1.10856E-10,,
TMEM55A,,,0.001046465,,,
TMEM57,,,0.006317735,,,
TMEM59,,,,0.000127014,,
TMEM59L,,,6.30456E-08,,,
TMEM60,,,,0.000267729,,
TMEM63A,"HP:0002011, HP:0012639, HP:0012759",3,,9.35774E-05,,
TMEM63B,,,0.002176983,,,
TMEM63C,,,2.07699E-07,,,
TMEM68,,,0.042966536,,,
TMEM71,,,,1.28097E-05,,
TMEM72,,,,4.2203E-11,,
TMEM74,,,0.03220931,,,
TMEM79,,,,8.50471E-07,,
TMEM82,,,,0.000102656,,
TMEM86B,,,,1.26614E-08,,
TMEM8A,,,,0.000470655,,
TMEM92,,,,0.000458661,,
TMEM99,,,,2.72261E-05,,
TMEM9B,,,0.013916038,,,
TMF1,,,,4.55828E-06,,
TMIGD1,,,,0.000170357,,
TMIGD2,,,,0.00064749,,
TMOD2,,,1.70102E-18,,,
TMOD4,,,,0.000222116,,
TMPO,,,,0.000391808,,
TMPPE,,,,6.57706E-05,,
TMPRSS11B,,,,9.58735E-05,,
TMPRSS11D,,,0.008647069,,,
TMPRSS11E,,,,9.49941E-06,,cortisol
TMPRSS13,,,,8.04153E-07,,
TMPRSS15,,,,0.00012151,,
TMPRSS2,,,,3.18349E-09,,
TMPRSS3,,,,4.93378E-07,,
TMPRSS4,,,,2.15474E-11,,
TMPRSS6,HP:0012759,1,,6.37505E-10,,
TMPRSS7,,,0.000852131,,,
TMSB15A,,,0.000190754,,"lamotrigine, sparfloxacin, vigabatrin",
TMSB15B,,,0.001072119,,,
TMTC2,,,0.006277226,,,
TMUB1,,,,7.49148E-11,,
TMUB2,,,,4.66725E-06,,
TMX2-CTNND1,,,0.027981605,,,
TNFAIP2,,,,1.74369E-06,,"idoxuridine, isotretinoin, nifedipine, reserpine, sparfloxacin"
TNFAIP3,,,,5.48825E-08,,
TNFAIP6,,,,1.11733E-07,,"diflorasone, genistein, ketorolac, procarbazine, propranolol, sparfloxacin, vinblastine"
TNFAIP8,,,,2.94166E-06,,
TNFAIP8L2,,,,1.27568E-05,,
TNFRSF10A,,,,0.000169612,,
TNFRSF10B,,,,0.000379763,,doxorubicin
TNFRSF11A,"HP:0002011, HP:0002060, HP:0002118, HP:0002143, HP:0002363, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",10,,1.96576E-12,,
TNFRSF12A,,,,2.12117E-05,,
TNFRSF13B,"HP:0002011, HP:0012639",2,,1.60119E-07,,
TNFRSF13C,"HP:0002011, HP:0012639",2,,5.20658E-06,,
TNFRSF14,,,,1.05378E-05,,
TNFRSF18,,,,1.4492E-08,,
TNFRSF1A,,,,0.0002606,,
TNFRSF21,,,0.002161309,,"esmolol, ethosuximide, procarbazine, verapamil",
TNFRSF4,,,,4.03011E-05,,
TNFRSF8,,,,2.13285E-09,,
TNFRSF9,,,,4.13428E-08,,
TNFSF10,,,,2.80563E-05,,"chlordiazepoxide, esmolol, etretinate, ifosfamide, leflunomide, lithocholic-acid, metrifonate, tolbutamide"
TNFSF11,"HP:0002011, HP:0002118, HP:0012443, HP:0012639",4,,8.93661E-13,,
TNFSF13,,,,3.42714E-05,,
TNFSF14,,,,8.46544E-07,,
TNFSF15,,,,2.03715E-05,,
TNFSF8,,,,7.44611E-06,,
TNIK,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007375, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,1.07971E-05,,,
TNIP1,,,,1.77198E-05,,"corticosterone, idoxuridine"
TNIP2,,,,5.6945E-06,,
TNK1,,,,1.77951E-05,,
TNKS,,,1.15302E-06,,,
TNKS1BP1,,,,0.000132895,,
TNMD,,,,1.68179E-09,,
TNN,,,,0.000131184,,
TNNC1,,,,2.56047E-14,,"aspirin, BRD-A66861218, clorgiline, diflorasone, fluconazole, prednisolone, zonisamide"
TNNC2,,,,4.60395E-07,,
TNNI1,,,,5.0923E-12,,
TNNI2,,,,2.96398E-13,,
TNNI3,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0100659",5,,3.18435E-14,,
TNNT1,HP:0012759,1,,2.82831E-05,,"acetazolamide, carbamazepine, diethylstilbestrol, diflorasone, phensuximide, sulfasalazine, vinblastine, zonisamide"
TNNT2,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,1.12128E-16,,
TNNT3,,,,2.78501E-25,,
TNPO1,,,0.008562807,,,
TNR,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",11,1.07559E-05,,,
TNRC18,,,0.028128587,,,
TNRC6A,,,0.012516659,,,
TNRC6C,,,0.002429897,,,
TNS1,,,,0.000314943,,"acyclovir, fluconazole, propylthiouracil"
TNS4,,,,1.07387E-09,,
TNXB,"HP:0002011, HP:0002143, HP:0002414, HP:0010301, HP:0012443, HP:0012639, HP:0100659, HP:0410043",8,,8.82646E-05,,
TOB1,,,,1.00795E-07,,"diazepam, dimethadione, thalidomide"
TOB2,,,,0.00015733,,
TOE1,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002363, HP:0002365, HP:0002500, HP:0002977, HP:0006955, HP:0007360, HP:0007361, HP:0007362, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",27,,3.19737E-08,,
TOLLIP,,,,0.000446213,,
TOM1,,,,0.000288299,,
TOM1L2,,,0.040004025,,,
TOMM22,,,,3.92453E-07,,phensuximide
TOMM34,,,,1.948E-06,,trimethadione
TOMM40,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",13,,0.000209019,,
TOMM5,,,,1.65436E-10,,
TOMM7,,,,2.56499E-07,,
TOP1,,,,2.48509E-06,,exemestane
TOPORS,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002334, HP:0002418, HP:0002500, HP:0002977, HP:0006817, HP:0007036, HP:0007360, HP:0007364, HP:0007370, HP:0010662, HP:0011282, HP:0011283, HP:0012286, HP:0012443, HP:0012639, HP:0012759, HP:0100547",23,,7.50414E-05,,
TOR1AIP1,,,,0.000321258,,
TOR1AIP2,,,,1.04703E-05,,
TOR1B,,,0.037075368,,,
TOR4A,,,,0.000413891,,
TOX,,,0.048554292,,caffeine,
TOX3,,,7.4653E-05,,"aspirin, cortisol, isosorbide, nifedipine, prostaglandin-e1, pseudoephedrine, vidarabine, vincristine",
TP53,"HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007364, HP:0007376, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547, HP:0100659, HP:0100705, HP:0100707",14,,0.000263222,,verapamil
TP53BP1,,,0.012806484,,,
TP53BP2,,,,7.38826E-05,,
TP53I13,,,,1.00065E-05,,
TP53I3,,,,0.000393417,,
TP53INP1,,,,0.000254673,,
TP53RK,"HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002538, HP:0002977, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,,3.83367E-05,,
TP63,"HP:0002011, HP:0011751, HP:0012443, HP:0012503, HP:0012639, HP:0012759",6,,0.000281881,,
TP73,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0100547",12,,0.000130155,,
TPGS1,,,,1.52663E-07,,
TPI1,"HP:0002011, HP:0007009, HP:0007367, HP:0012639, HP:0012759",5,,7.32813E-05,,
TPK1,HP:0012759,1,0.026971313,,,
TPM1,,,,2.65384E-07,,
TPM2,"HP:0012639, HP:0012759",2,,2.10811E-07,,"chlormadinone, ritodrine"
TPMT,,,,4.07458E-06,,
TPPP2,,,,1.08775E-05,,
TPPP3,,,,4.5391E-07,,"acyclovir, vigabatrin"
TPR,,,,2.94418E-05,,
TPRA1,,,,3.37049E-05,,
TPRG1L,,,,1.26757E-07,,
TPRKB,"HP:0002011, HP:0002060, HP:0002118, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",12,,0.000279342,,
TPRX2P,,,,7.92336E-09,,
TPRXL,,,0.006248879,,,
TPSAB1,,,,8.11575E-08,,"acyclovir, clomifene, cytochalasin-b, doxorubicin, menadione, mepireserpate, mometasone, nimodipine, retinol"
TPT1,,,,3.11239E-07,,
TPTE2,,,2.21125E-06,,,
TRA2A,,,,0.000530918,,
TRA2B,,,,3.39079E-06,,
TRABD,,,,4.47599E-07,,
TRABD2A,,,,0.000279797,,
TRABD2B,,,,1.13338E-05,,
TRADD,,,,2.47145E-06,,
TRAF1,,,,9.40212E-09,,
TRAF2,,,,2.968E-06,,
TRAF3IP3,,,,1.91369E-05,,
TRAF6,,,0.039199133,,,
TRAF7,"HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002143, HP:0002363, HP:0002977, HP:0007367, HP:0007369, HP:0010662, HP:0010663, HP:0011282, HP:0011283, HP:0011751, HP:0012443, HP:0012444, HP:0012503, HP:0012639, HP:0012759, HP:0031938, HP:0100010, HP:0100547, HP:0100659",24,,3.79715E-07,,
TRAM2,,,,2.29436E-05,,"albendazole, CD-437"
TRANK1,,,0.001511194,,,
TRAP1,,,,3.74702E-08,,
TRAPPC1,,,,9.92212E-07,,
TRAPPC12,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002363, HP:0002500, HP:0002538, HP:0002977, HP:0007096, HP:0007361, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011000, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",25,0.002972304,,,
TRAPPC2,,,,1.04787E-06,,
TRAPPC2L,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",12,,2.15218E-08,,chlormadinone
TRAPPC2P1,,,,2.69766E-07,,
TRAPPC3,,,,8.38561E-05,,"etidronic-acid, floxuridine, fluconazole, leflunomide"
TRAPPC3L,,,,0.000471705,,
TRAPPC5,,,,2.3884E-07,,
TRAPPC6A,,,,8.61986E-10,,lynestrenol
TRAPPC6B,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002363, HP:0002500, HP:0002538, HP:0002977, HP:0007364, HP:0007366, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",25,0.000256885,,,
TRAPPC8,,,0.036597325,,,
TRAT1,,,,1.46449E-12,,
TRDN,,,,0.000551184,,
TREM1,,,,4.7436E-06,,
TREX1,"HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002062, HP:0002079, HP:0002118, HP:0002180, HP:0002500, HP:0002518, HP:0002977, HP:0006919, HP:0007009, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0009145, HP:0010994, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0040140, HP:0100547, HP:0100659",29,,9.51505E-07,,
TREX2,,,,5.22591E-05,,
TRH,"HP:0002011, HP:0010662, HP:0012443, HP:0012639, HP:0012759, HP:0100547",6,5.14005E-05,,,
TRHDE,,,0.021179432,,,
TRIAP1,,,,1.69605E-06,,corynanthine
TRIB1,,,,0.000380374,,
TRIM10,,,,5.9174E-12,,
TRIM13,,,0.001004903,,,
TRIM14,,,,0.000386491,,"CD-437, verapamil"
TRIM15,,,,7.24655E-05,,
TRIM16L,,,0.028316881,,,
TRIM2,"HP:0012639, HP:0012759",2,6.15919E-05,,"cyproterone, fluorouracil, ibuprofen, lynestrenol",
TRIM21,,,,4.67918E-06,,
TRIM22,,,,7.20672E-05,,"chloramphenicol, chlormadinone, ibuprofen, lithocholic-acid"
TRIM25,,,,8.22775E-05,,
TRIM26,,,0.002073774,,,
TRIM28,,,,5.10616E-07,,"clomifene, mephenytoin"
TRIM29,,,,1.32371E-14,,"verapamil, vigabatrin"
TRIM3,,,0.0004682,,,
TRIM31,,,,2.01159E-05,,
TRIM33,,,1.73405E-05,,,
TRIM34,,,,6.21817E-06,,
TRIM36,"HP:0002011, HP:0002060, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0012443, HP:0012639, HP:0100547, HP:0410043",11,8.94094E-09,,menadione,
TRIM38,,,,2.04948E-05,,
TRIM39,,,,4.80434E-05,,
TRIM40,,,,6.78683E-06,,
TRIM41,,,,0.000886435,,
TRIM42,,,,0.000110909,,
TRIM46,,,0.000134986,,,
TRIM49B,,,,0.000320076,,
TRIM5,,,,4.04713E-05,,
TRIM50,,,,4.37141E-05,,
TRIM51,,,,0.000294035,,
TRIM55,,,,4.21283E-13,,
TRIM56,,,,3.43039E-05,,
TRIM59,,,,1.59171E-07,,
TRIM6,,,,1.69897E-07,,
TRIM60,,,,0.00022517,,
TRIM62,,,0.027880147,,,
TRIM63,,,,1.76616E-14,,
TRIM65,,,,0.000129076,,
TRIM67,,,5.47569E-06,,,
TRIM68,,,,4.24523E-06,,
TRIM6-TRIM34,,,,0.000156057,,
TRIM73,,,,0.000399186,,
TRIM9,,,4.79746E-08,,,
TRIML1,,,,7.03829E-07,,
TRIML2,,,,1.6715E-05,,
TRIO,"HP:0002011, HP:0002060, HP:0002977, HP:0006919, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,1.57001E-10,,,
TRIP10,,,,6.02476E-06,,idoxuridine
TRIP11,HP:0012759,1,,0.000410299,,
TRIP13,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",21,,0.000132185,,
TRIP4,"HP:0012639, HP:0012759",2,0.0114431,,,
TRIP6,,,,2.91974E-05,,
TRIT1,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",12,0.019292745,,,
TRMT10A,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002363, HP:0002365, HP:0002500, HP:0002977, HP:0007360, HP:0007362, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",20,,4.02207E-09,,
TRMT10C,"HP:0002011, HP:0012639",2,,6.76535E-06,,
TRMT112,,,,2.75395E-07,,
TRMT2A,,,,3.38437E-08,,
TRMT2B,,,,2.3812E-05,,
TRMT6,,,,0.00032117,,
TRMT61A,,,,2.44714E-09,,
TRMU,HP:0012759,1,,6.90955E-06,,
TROAP,,,,8.18324E-05,,
TRPA1,,,,4.99635E-10,,
TRPC1,,,0.00023414,,,
TRPC3,"HP:0001272, HP:0001317, HP:0002011, HP:0002334, HP:0006855, HP:0011282, HP:0011283, HP:0012443, HP:0012639",9,0.000794614,,,
TRPC4,,,0.000248592,,,
TRPC5,,,0.000271619,,,
TRPM1,,,,6.54764E-10,,
TRPM3,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100547",23,0.000124554,,,
TRPM5,,,,1.06122E-05,,
TRPS1,"HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,0.04155929,,"busulfan, chlordiazepoxide, haloperidol, ketoprofen",
TRPT1,,,,9.08697E-07,,
TRPV1,,,,0.000286285,,
TRPV2,,,,1.4932E-05,,
TRPV3,,,,2.87522E-05,,
TRPV4,"HP:0002011, HP:0002118, HP:0002143, HP:0002176, HP:0012443, HP:0012639, HP:0012759",7,,1.27218E-05,,
TRPV6,HP:0012759,1,,4.1731E-06,,
TRUB2,,,,2.73448E-05,,
TSACC,,,,1.6374E-08,,
TSC2,"HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002538, HP:0002539, HP:0006919, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0032046, HP:0032051, HP:0100547, HP:0100705, HP:0100707",16,,0.000163045,,
TSC22D1,,,0.001619908,,"depomedrol, flurbiprofen, heliotrine, triamcinolone",
TSC22D4,,,,0.00059488,,
TSEN2,"HP:0001272, HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0006850, HP:0006989, HP:0007360, HP:0007361, HP:0007362, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0100547",34,0.02259225,,"carbamazepine, levisoprenaline, pyrimethamine",
TSEN34,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0006850, HP:0006989, HP:0007360, HP:0007361, HP:0007362, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012703, HP:0012759, HP:0100307, HP:0100547",30,,0.000223256,,diflorasone
TSEN54,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002334, HP:0002363, HP:0002365, HP:0002500, HP:0002518, HP:0002538, HP:0002977, HP:0006817, HP:0006850, HP:0006955, HP:0006989, HP:0007360, HP:0007361, HP:0007362, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0100547, HP:0100705",38,,9.94186E-08,,
TSFM,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,0.000150902,,
TSGA13,,,,3.93714E-06,,
TSKS,,,,7.73272E-08,,
TSLP,,,,3.25288E-08,,
TSNARE1,,,0.010323511,,,
TSPAN1,,,,1.22071E-06,,
TSPAN13,,,0.011501185,,"cytarabine, propylthiouracil, quercetin, reserpine, verapamil",
TSPAN32,,,,1.14862E-06,,
TSPAN7,"HP:0002011, HP:0012639, HP:0012703, HP:0012759",4,1.03589E-14,,"acebutolol, cilostazol, ethosuximide, heliotrine, mepireserpate, methyldopa, metronidazole, terbutaline, triamcinolone, zidovudine",
TSPAN8,,,,1.46161E-09,,"clorgiline, ibuprofen, idoxuridine, ketoprofen, methimazole, metronidazole, nimodipine, prednisolone, progesterone, prostaglandin-e1, tianeptine, zonisamide"
TSPEAR,,,,4.05744E-10,,
TSPO,,,,3.04072E-09,,
TSPO2,,,,9.20676E-09,,
TSPYL1,,,,0.000620716,,
TSPYL2,,,,2.27217E-06,,
TSR1,,,,6.73678E-07,,
TSR2,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,5.73992E-05,,
TSR3,,,,1.05718E-05,,
TSSC1,,,0.002245098,,,
TSSC4,,,,1.28861E-05,,
TSSK3,,,,2.60865E-06,,
TSSK6,,,,1.82035E-08,,
TST,,,,6.55862E-08,,"cytochalasin-b, mepireserpate"
TSTA3,,,,4.46211E-06,,
TSTD1,,,,2.54651E-08,,
TSTD2,,,0.016053657,,,
TTBK1,,,3.02224E-09,,,
TTBK2,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639",7,0.00394006,,,
TTC12,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,0.000273206,,
TTC13,,,1.39364E-14,,,
TTC14,,,3.67411E-06,,,
TTC16,,,,2.69984E-05,,
TTC17,,,0.025769124,,,
TTC21A,,,0.007677452,,,
TTC21B,,,6.4108E-05,,,
TTC22,,,,3.72006E-13,,
TTC24,,,,2.22881E-07,,
TTC26,"HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002977, HP:0006892, HP:0007367, HP:0007369, HP:0010627, HP:0012443, HP:0012444, HP:0012503, HP:0012639, HP:0012703, HP:0012759, HP:0030047, HP:0100547",17,0.000571278,,,
TTC28,,,9.97545E-05,,,
TTC3,,,0.003067035,,,
TTC30B,,,,0.000189989,,
TTC31,,,,1.11357E-08,,
TTC33,,,0.027714507,,,
TTC34,,,0.029628427,,,
TTC37,HP:0012759,1,0.015896684,,,
TTC38,,,,3.56652E-05,,
TTC7B,,,4.22741E-08,,,
TTC9,,,0.000420538,,,
TTC9B,,,1.20239E-08,,,
TTF1,,,,0.00096965,,
TTF2,,,,2.40487E-05,,
TTI2,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0006919, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",13,0.009816988,,,
TTK,,,,0.000117506,,
TTL,,,0.013026853,,,
TTLL1,,,0.011415984,,,
TTLL10,,,,4.21252E-06,,
TTLL11,,,1.29362E-06,,,
TTLL12,,,,7.74919E-05,,
TTLL3,,,,3.66811E-07,,
TTLL5,,,0.002399675,,,
TTLL6,,,,9.29434E-05,,
