NAME,SMILES,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_TYPE,TDL
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Casein kinase II subunit alpha,Kinase,P68400,CSNK2A1,CSK21_HUMAN,7.09,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Dual specificity mitogen-activated protein kinase kinase 1,Kinase,Q02750,MAP2K1,MP2K1_HUMAN,6.89,Kd,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Dual specificity mitogen-activated protein kinase kinase 2,Kinase,P36507,MAP2K2,MP2K2_HUMAN,6.96,Kd,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Kinase,Q13627,DYRK1A,DYR1A_HUMAN,6.7,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Eukaryotic translation initiation factor 2-alpha kinase 4,Kinase,Q9P2K8,EIF2AK4,E2AK4_HUMAN,6.74,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Fibroblast growth factor receptor 1,Kinase,P11362,FGFR1,FGFR1_HUMAN,6.28,Kd,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Fibroblast growth factor receptor 2,Kinase,P21802,FGFR2,FGFR2_HUMAN,6.28,Kd,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Fibroblast growth factor receptor 3,Kinase,P22607,FGFR3,FGFR3_HUMAN,6.54,Kd,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,High affinity nerve growth factor receptor,Kinase,P04629,NTRK1,NTRK1_HUMAN,7,Kd,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Kinase,O15111,CHUK,IKKA_HUMAN,6.28,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Insulin receptor,Kinase,P06213,INSR,INSR_HUMAN,6.74,Kd,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Leucine-rich repeat serine/threonine-protein kinase 2,Kinase,Q5S007,LRRK2,LRRK2_HUMAN,7.12,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Macrophage colony-stimulating factor 1 receptor,Kinase,P07333,CSF1R,CSF1R_HUMAN,8.7,Kd,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Mast/stem cell growth factor receptor Kit,Kinase,P10721,KIT,KIT_HUMAN,9.68,Kd,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Mitogen-activated protein kinase kinase kinase 7,Kinase,O43318,MAP3K7,M3K7_HUMAN,7.03,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,"Muscle, skeletal receptor tyrosine-protein kinase",Kinase,O15146,MUSK,MUSK_HUMAN,6.31,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,"Myosin light chain kinase, smooth muscle",Kinase,Q15746,MYLK,MYLK_HUMAN,7.64,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,NUAK family SNF1-like kinase 2,Kinase,Q9H093,NUAK2,NUAK2_HUMAN,6.82,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",Kinase,P15735,PHKG2,PHKG2_HUMAN,8.23,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,10.12,Kd,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Protein delta homolog 1,Unclassified,P80370,DLK1,DLK1_HUMAN,7,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Proto-oncogene tyrosine-protein kinase receptor Ret,Kinase,P07949,RET,RET_HUMAN,8.8,IC50,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Ribosomal protein S6 kinase alpha-3,Kinase,P51812,RPS6KA3,KS6A3_HUMAN,7.26,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Serine/threonine-protein kinase 4,Kinase,Q13043,STK4,STK4_HUMAN,7.72,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Serine/threonine-protein kinase Chk2,Kinase,O96017,CHEK2,CHK2_HUMAN,8.15,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Serine/threonine-protein kinase D1,Kinase,Q15139,PRKD1,KPCD1_HUMAN,6.51,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Serine/threonine-protein kinase Nek2,Kinase,P51955,NEK2,NEK2_HUMAN,6.3,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Serine/threonine-protein kinase PAK 3,Kinase,O75914,PAK3,PAK3_HUMAN,7.8,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Serine/threonine-protein kinase PLK4,Kinase,O00444,PLK4,PLK4_HUMAN,6.72,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Serine/threonine-protein kinase STK11,Kinase,Q15831,STK11,STK11_HUMAN,7.42,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Serine/threonine-protein kinase TAO1,Kinase,Q7L7X3,TAOK1,TAOK1_HUMAN,6.05,Kd,Tbio
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Serine/threonine-protein kinase tousled-like 2,Kinase,Q86UE8,TLK2,TLK2_HUMAN,6.48,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Tyrosine-protein kinase ABL1,Kinase,P00519,ABL1,ABL1_HUMAN,7.26,Kd,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Tyrosine-protein kinase Mer,Kinase,Q12866,MERTK,MERTK_HUMAN,7.59,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Tyrosine-protein kinase receptor UFO,Kinase,P30530,AXL,UFO_HUMAN,8.05,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,U4/U6 small nuclear ribonucleoprotein Prp4,Unclassified,O43172,PRPF4,PRP4_HUMAN,6.41,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Vascular endothelial growth factor receptor 1,Kinase,P17948,FLT1,VGFR1_HUMAN,7.229147911,IC50,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Vascular endothelial growth factor receptor 2,Kinase,P35968,KDR,VGFR2_HUMAN,9.7,Kd,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,7.77,Ki,Tclin
tacalcitol,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,Vitamin D3 receptor,Nuclear hormone receptor,P11473,VDR,VDR_HUMAN,8.5,Kd,Tclin
tacrine,NC1=C2CCCCC2=NC2=CC=CC=C12,Acetylcholine receptor subunit epsilon,Ion channel,Q04844,CHRNE,ACHE_HUMAN,7.36,IC50,Tclin
tacrolimus,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@@H]1C)OC,Peptidyl-prolyl cis-trans isomerase FKBP10,Enzyme,Q96AY3,FKBP10,FKB10_HUMAN,9.02,IC50,Tbio
tacrolimus,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@@H]1C)OC,Serine/threonine-protein kinase mTOR,Kinase,P42345,MTOR,MTOR_HUMAN,9.02,IC50,Tclin
tacrolimus,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@@H]1C)OC,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,Enzyme,Q08209,PPP3CA,PP2BA_HUMAN,7.7,Kd,Tchem
tadalafil,CN1CC(=O)N2[C@H](CC3=C(NC4=C3C=CC=C4)[C@H]2C2=CC=C3OCOC3=C2)C1=O,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A",Enzyme,Q9HCR9,PDE11A,PDE11_HUMAN,7.48,IC50,Tchem
tafamidis,OC(=O)C1=CC2=C(C=C1)N=C(O2)C1=CC(Cl)=CC(Cl)=C1,Transthyretin,Secreted,P02766,TTR,TTHY_HUMAN,6.812,Kd,Tclin
tamibarotene,CC1(C)CCC(C)(C)C2=CC(NC(=O)C3=CC=C(C=C3)C(O)=O)=CC=C12,Retinoic acid receptor alpha,Nuclear hormone receptor,P10276,RARA,RARA_HUMAN,7.11,IC50,Tclin
tamibarotene,CC1(C)CCC(C)(C)C2=CC(NC(=O)C3=CC=C(C=C3)C(O)=O)=CC=C12,Retinoic acid receptor beta,Nuclear hormone receptor,P10826,RARB,RARB_HUMAN,6.63,EC50,Tclin
tamoxifen,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Enzyme,Q15125,EBP,EBP_HUMAN,8.301,Ki,Tchem
tamoxifen,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,Estrogen receptor,Nuclear hormone receptor,P03372,ESR1,ESR1_HUMAN,7.51,Ki,Tclin
tamoxifen,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,6.200659451,Ki,Tclin
tamoxifen,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,Progesterone receptor,Nuclear hormone receptor,P06401,PGR,PRGR_HUMAN,6.89,IC50,Tclin
tamoxifen,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,7.5,Ki,Tclin
tamoxifen,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,Thromboxane-A synthase,Enzyme,P24557,TBXAS1,THAS_HUMAN,6.038104526,IC50,Tchem
tannic acid,(null),Mitogen-activated protein kinase 1,Kinase,P28482,MAPK1,MK01_HUMAN,6.730000019,IC50,Tchem
tannic acid,(null),Thromboxane-A synthase,Enzyme,P24557,TBXAS1,THAS_HUMAN,6.489999771,IC50,Tchem
tasosartan,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=C(C=CC=C3)C3=NN=NN3)C2=N1,Type-1 angiotensin II receptor,GPCR,P30556,AGTR1,AGTR1_HUMAN,7.49,IC50,Tclin
tazarotene,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC=C2SCCC(C)(C)C2=C1,Retinoic acid receptor alpha,Nuclear hormone receptor,P10276,RARA,RARA_HUMAN,7.2,EC50,Tclin
tazarotene,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC=C2SCCC(C)(C)C2=C1,Retinoic acid receptor beta,Nuclear hormone receptor,P10826,RARB,RARB_HUMAN,9.1,EC50,Tclin
tazemetostat,CCN(C1CCOCC1)C1=CC(=CC(C(=O)NCC2=C(C)C=C(C)NC2=O)=C1C)C1=CC=C(CN2CCOCC2)C=C1,Histone-lysine N-methyltransferase EZH2,Enzyme,Q15910,EZH2,EZH2_HUMAN,7.96,IC50,Tclin
telaprevir,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=CN=CC=N1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,Cathepsin B,Enzyme,P07858,CTSB,CATB_HUMAN,6.68,IC50,Tchem
telaprevir,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=CN=CC=N1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,Cathepsin K,Enzyme,P43235,CTSK,CATK_HUMAN,6.2,IC50,Tchem
telmisartan,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=C(C=CC=C3)N2C)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C(O)=O,Type-1 angiotensin II receptor,GPCR,P30556,AGTR1,AGTR1_HUMAN,9.31,IC50,Tclin
telmisartan,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=C(C=CC=C3)N2C)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C(O)=O,Type-2 angiotensin II receptor,GPCR,P50052,AGTR2,AGTR2_HUMAN,9.48,IC50,Tchem
teneligliptin,CC1=NN(C(=C1)N1CCN(CC1)[C@@H]1CN[C@@H](C1)C(=O)N1CCSC1)C1=CC=CC=C1,Dipeptidyl peptidase 9,Enzyme,Q86TI2,DPP9,DPP9_HUMAN,6.267606258,IC50,Tchem
teprotumumab,(null),Insulin-like growth factor 1 receptor,Kinase,P08069,IGF1R,IGF1R_HUMAN,9,IC50,Tclin
terbinafine,CN(C\C=C\C#CC(C)(C)C)CC1=C2C=CC=CC2=CC=C1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,6.628193541,Ki,Tclin
terconazole,CC(C)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,6.669586227,Ki,Tclin
terfenadine,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Potassium voltage-gated channel subfamily H member 1,Ion channel,O95259,KCNH1,KCNH1_HUMAN,7.8,IC50,Tclin
terfenadine,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,6.692503962,Ki,Tclin
teriflunomide,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Enzyme,Q02127,DHODH,PYRD_HUMAN,7.52,Ki,Tclin
teriparatide,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,Parathyroid hormone/parathyroid hormone-related peptide receptor,GPCR,Q03431,PTH1R,PTH1R_HUMAN,7.4,IC50,Tclin
testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,Androgen receptor,Nuclear hormone receptor,P10275,AR,ANDR_HUMAN,9.2,EC50,Tclin
testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,Aromatase,Enzyme,P11511,CYP19A1,CP19A_HUMAN,6.22,Ki,Tclin
testosterone propionate,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Androgen receptor,Nuclear hormone receptor,P10275,AR,ANDR_HUMAN,9.6,Ki,Tclin
testosterone propionate,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"Steroid 17-alpha-hydroxylase/17,20 lyase",Enzyme,P05093,CYP17A1,CP17A_HUMAN,7.25,IC50,Tclin
tetrabenazine,COC1=CC2=C(C=C1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,Synaptic vesicular amine transporter,Transporter,Q05940,SLC18A2,VMAT2_HUMAN,7,Ki,Tclin
tetracaine,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,6.153044675,Ki,Tclin
tetracaine,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,Sodium channel protein type 5 subunit alpha,Ion channel,Q14524,SCN5A,SCN5A_HUMAN,6.28,IC50,Tclin
tetracaine,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,Sodium channel protein type 9 subunit alpha,Ion channel,Q15858,SCN9A,SCN9A_HUMAN,6.3,Ki,Tclin
tetracosactide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,Adrenocorticotropic hormone receptor,GPCR,Q01718,MC2R,ACTHR_HUMAN,8.267605782,Ki,Tclin
thiethylperazine,CCSC1=CC=C2SC3=CC=CC=C3N(CCCN3CCN(C)CC3)C2=C1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,7.1549,Ki,Tclin
thioridazine,CSC1=CC=C2SC3=CC=CC=C3N(CCC3CCCCN3C)C2=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,7.595220089,Ki,Tclin
thioridazine,CSC1=CC=C2SC3=CC=CC=C3N(CCC3CCCCN3C)C2=C1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,6.815308569,Ki,Tclin
thyropropic acid,OC(=O)CCC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1,Thyroid hormone receptor alpha,Nuclear hormone receptor,P10827,THRA,THA_HUMAN,10.39,IC50,Tclin
tiagabine,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,Sodium- and chloride-dependent GABA transporter 1,Transporter,P30531,SLC6A1,SC6A1_HUMAN,7.77,Ki,Tclin
tibolone,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,Estrogen receptor,Nuclear hormone receptor,P03372,ESR1,ESR1_HUMAN,6.907279355,Ki,Tclin
ticlopidine,ClC1=C(CN2CCC3=C(C2)C=CS3)C=CC=C1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,6.747146969,Ki,Tclin
tioconazole,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1,"Steroid 17-alpha-hydroxylase/17,20 lyase",Enzyme,P05093,CYP17A1,CP17A_HUMAN,6.3,Ki,Tclin
tiotropium bromide,C[N+]1(C)[C@H]2C[C@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,11.1,Ki,Tclin
tipiracil,ClC1=C(CN2CCCC2=N)NC(=O)NC1=O,Thymidine phosphorylase,Enzyme,P19971,TYMP,TYPH_HUMAN,7.698969841,IC50,Tclin
tiratricol,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1,Thyroid hormone receptor alpha,Nuclear hormone receptor,P10827,THRA,THA_HUMAN,9.85,IC50,Tclin
tivozanib,COC1=C(OC)C=C2C(OC3=CC=C(NC(=O)NC4=NOC(C)=C4)C(Cl)=C3)=CC=NC2=C1,Fibroblast growth factor receptor 1,Kinase,P11362,FGFR1,FGFR1_HUMAN,6.524329,IC50,Tclin
tivozanib,COC1=C(OC)C=C2C(OC3=CC=C(NC(=O)NC4=NOC(C)=C4)C(Cl)=C3)=CC=NC2=C1,Mast/stem cell growth factor receptor Kit,Kinase,P10721,KIT,KIT_HUMAN,8.787812,IC50,Tclin
tivozanib,COC1=C(OC)C=C2C(OC3=CC=C(NC(=O)NC4=NOC(C)=C4)C(Cl)=C3)=CC=NC2=C1,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,8.764472,IC50,Tclin
tivozanib,COC1=C(OC)C=C2C(OC3=CC=C(NC(=O)NC4=NOC(C)=C4)C(Cl)=C3)=CC=NC2=C1,Vascular endothelial growth factor receptor 1,Kinase,P17948,FLT1,VGFR1_HUMAN,9.677781,IC50,Tclin
tivozanib,COC1=C(OC)C=C2C(OC3=CC=C(NC(=O)NC4=NOC(C)=C4)C(Cl)=C3)=CC=NC2=C1,Vascular endothelial growth factor receptor 2,Kinase,P35968,KDR,VGFR2_HUMAN,9.79588,IC50,Tclin
tivozanib,COC1=C(OC)C=C2C(OC3=CC=C(NC(=O)NC4=NOC(C)=C4)C(Cl)=C3)=CC=NC2=C1,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,9.619789,IC50,Tclin
tofacitinib,C[C@@H]1CCN(C[C@@H]1N(C)C1=C2C=CNC2=NC=N1)C(=O)CC#N,Leucine-rich repeat serine/threonine-protein kinase 2,Kinase,Q5S007,LRRK2,LRRK2_HUMAN,6.26,Kd,Tchem
tofacitinib,C[C@@H]1CCN(C[C@@H]1N(C)C1=C2C=CNC2=NC=N1)C(=O)CC#N,NUAK family SNF1-like kinase 2,Kinase,Q9H093,NUAK2,NUAK2_HUMAN,6.62,Kd,Tchem
tofacitinib,C[C@@H]1CCN(C[C@@H]1N(C)C1=C2C=CNC2=NC=N1)C(=O)CC#N,Tyrosine-protein kinase JAK3,Kinase,P52333,JAK3,JAK3_HUMAN,8.48148632,IC50,Tclin
tolcapone,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,Catechol O-methyltransferase,Enzyme,P21964,COMT,COMT_HUMAN,9.568635941,Ki,Tclin
tolonium,CN(C)C1=CC2=[S+]C3=CC(N)=C(C)C=C3N=C2C=C1,Microtubule-associated protein tau,Structural,P10636,MAPT,TAU_HUMAN,7.16,Ki,Tchem
tolperisone,CC(CN1CCCCC1)C(=O)C1=CC=C(C)C=C1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,8.252588192,Ki,Tclin
