Gene Symbol,pHI
ODF3L1,0.0389
FUT3,0.08754
LY86,0.1084
KRT23,0.0837
MRO,0.10829
AC114494.1,0.10827
ZPBP2,0.02109
ZNF92,0.10819
ACN9,0.10817
CPA5,0.0438
LEMD1,0.05417
FAM151A,0.06097
MFSD7,0.10808
CTSW,0.03568
AGMO,0.10802
GYG1,0.10601
IFNB1,0.10772
PSMA8,0.09161
CCL23,0.05373
GSX2,0.09686
IGFL1,0.10746
LDHAL6A,0.05645
AP000974.1,0.08346
CLUL1,0.10734
OPRK1,0.10733
ZNF582,0.08731
NUDT16,0.10036
OR2M3,0.1072
PPP1R17,0.10712
CDHR3,0.10709
LSMEM1,0.10708
SMCO2,0.10707
TMEM210,0.10706
CPA6,0.10705
ALDOB,0.10705
RP11-701P16.2,0.05508
HOXD1,0.0899
C6orf123,0.09971
OMP,0.07081
LYZL6,0.02828
AFM,0.07367
RPUSD1,0.03686
AC005841.1,0.10662
C14orf166B,0.04678
FLG2,0.10024
FRMD1,0.10657
PKDREJ,0.10654
C1orf189,0.02876
EMR3,0.0508
OR1D2,0.1065
TEX36,0.10649
HEMGN,0.10171
C12orf76,0.10638
ZNF577,0.08974
CSN2,0.10636
IL8,0.06376
DAW1,0.10625
GPRIN3,0.07511
PAOX,0.10606
APLF,0.10604
GAL3ST2,0.10604
NUPR1L,0.04507
ZNF284,0.09375
RPE65,0.10596
DCDC2,0.10593
CCL17,0.04809
C10orf55,0.04711
CLEC7A,0.10588
CTRC,0.09314
GPRC6A,0.10572
LCN15,0.04397
HIST1H4E,0.09435
C8orf33,0.10567
MBD3L3,0.08991
ITLN1,0.05754
RPTN,0.0421
STATH,0.1055
OSTN,0.10549
OR2L2,0.10547
TTC23L,0.1054
KCNRG,0.10536
CD70,0.08084
CACNG1,0.10521
C9orf57,0.10517
RTDR1,0.05802
ZNF543,0.10508
GIP,0.06395
RNF32,0.0851
CLEC4E,0.10366
CTD-2140B24.4,0.10468
DNASE2B,0.10467
CTD-2600O9.1,0.10466
SLC22A13,0.10462
NKX6-3,0.0796
C10orf131,0.07604
C3AR1,0.10458
KRTAP1-1,0.0361
CARHSP1,0.1045
C7orf71,0.06281
CCDC60,0.10446
TRIM42,0.10444
TMEM211,0.07098
IBSP,0.10441
AIRE,0.08195
RP11-595B24.2,0.1033
NMUR1,0.07873
KRT34,0.04366
HBD,0.03906
PLA2G5,0.07832
FAM132A,0.05324
C1orf185,0.10418
AL359091.2,0.10364
CD1E,0.05361
SLC13A1,0.10408
CTC-236F12.4,0.07586
IFITM1,0.10402
FREM1,0.10396
RP3-422G23.4,0.10396
ST20-MTHFS,0.10396
GJB5,0.08752
MS4A7,0.05389
ZSCAN23,0.06064
TPBGL,0.07843
SLC6A20,0.10372
C4orf51,0.10365
CCDC166,0.05223
MRGPRG,0.10361
NPPC,0.07705
GRXCR2,0.10354
SCGB1D2,0.05865
ENTHD1,0.10348
DMRT2,0.10346
PCDHA2,0.0446
XKR9,0.10332
TFPI2,0.08437
C1orf87,0.10321
NCMAP,0.10312
ZNF623,0.09231
ZNF510,0.103
KLF14,0.10304
DSG4,0.10298
FKSG48,0.09753
CCDC148,0.05863
PYHIN1,0.09453
KRT33B,0.035
TNP1,0.08165
TMEM215,0.04422
MYH4,0.10267
HOXC12,0.04708
CCR4,0.08831
PPP1R3G,0.0673
CLDN23,0.10256
ADRA1A,0.10253
SLC25A34,0.06661
LRRC10,0.09757
HIST1H4K,0.09758
AC000003.2,0.0861
APOBEC1,0.10239
OR2M5,0.10238
SPINK13,0.10238
VSX1,0.0683
RP11-455G16.1,0.05231
CMKLR1,0.10204
OXGR1,0.10219
PAPOLB,0.10215
CLDN18,0.08822
ZBP1,0.06129
TLR10,0.10206
PRR13,0.10205
OAS1,0.10199
SELPLG,0.09547
HRASLS,0.10196
ADORA2B,0.0974
PF4V1,0.02254
IRX6,0.10173
MYO3B,0.06761
ALLC,0.10163
HIST1H2BE,0.05851
DNAJC5G,0.02994
AVEN,0.10154
TRAM1L1,0.10154
OR2G3,0.10153
MIOX,0.0455
NLRP7,0.04317
SHCBP1L,0.0522
CCDC116,0.03117
C21orf49,0.08426
KRT75,0.0303
MSMB,0.07638
PRSS46,0.02709
IFNL1,0.02435
SERPINA10,0.07029
C12orf54,0.03194
CCR9,0.06374
ADH7,0.10105
NUDT17,0.05384
ADAM2,0.10102
AP001888.1,0.10093
ARL14,0.10091
GLRX,0.08542
MRPS14,0.10085
BET1L,0.07232
FAM159A,0.07901
LRRC31,0.10075
CYP24A1,0.10066
AC026202.1,0.10053
AP001631.10,0.1005
TGM7,0.03663
IGSF10,0.10011
FAM209A,0.09999
GJA3,0.07344
C15orf37,0.09997
MSGN1,0.09985
KCNMB1,0.09984
AC074389.6,0.05353
NDUFA3,0.05914
TMEM61,0.04038
OR2K2,0.0997
RP11-293M10.1,0.05405
FKBP7,0.09965
KCNH6,0.04725
DNAJB8,0.04062
ITLN2,0.04481
KRT12,0.03055
FKSG68,0.09919
PROX2,0.09315
FLJ14816,0.0748
CTSE,0.09896
GLT1D1,0.06534
C17orf102,0.02525
SLC31A2,0.09877
SMR3B,0.09874
AC064874.1,0.09871
AARD,0.09868
SMCP,0.03903
RP11-650K20.3,0.06286
NCR1,0.03926
OR14I1,0.09853
C2CD4A,0.09852
BIRC8,0.07616
OR1L1,0.09836
C5orf64,0.09834
ANXA13,0.09833
GJB3,0.09828
RP11-520P18.5,0.05909
LCN8,0.02184
NXPE4,0.09816
CASP5,0.08438
OR10AD1,0.02594
USP29,0.04744
CLDN9,0.04324
TAS2R3,0.098
BTN3A3,0.09536
LBX2,0.04191
OR9Q1,0.03559
GP9,0.04359
FXYD4,0.06579
OR2T10,0.05239
PCDHA4,0.04715
HAO2,0.05354
OR2L13,0.09765
NRIP2,0.08597
LGALS12,0.04198
AC007773.3,0.0975
PDE6H,0.07496
LENG1,0.09746
RP11-10J21.3,0.09745
RP11-321F6.1,0.086
SPRR2G,0.0973
VTCN1,0.09727
SLC25A31,0.09727
CHRNG,0.06156
GAS8,0.09725
KLRC1,0.0805
ZNF155,0.05375
RP11-503N18.3,0.0972
AL138847.1,0.09713
C7orf76,0.09703
ARSI,0.07911
F2RL1,0.09699
PCDHGB3,0.09697
PCDHGA7,0.09663
AZU1,0.05424
FOXE3,0.07001
TNFRSF10D,0.0966
COX6B2,0.03432
C9,0.09658
LILRA2,0.04227
CNGA3,0.09648
IL32,0.09644
TRIB3,0.0964
MARCH10,0.0964
IQCD,0.09634
SCGB1A1,0.04949
CD1D,0.05284
PCDHGA5,0.09608
ERP27,0.09608
KLRF2,0.09606
CTU2,0.09603
PNPLA3,0.09594
OR13D1,0.09585
LCE1B,0.04945
MT4,0.08455
CYP26C1,0.03744
MOGAT3,0.01815
NXPE1,0.09556
ABCC12,0.09556
LRRC14B,0.09554
SUN3,0.09551
OR2A14,0.0955
LIPN,0.09537
C1orf210,0.06633
BLOC1S4,0.08931
TAS2R46,0.09528
CLEC4F,0.04385
CRISP2,0.09513
CTD-2349B8.1,0.0891
AKNAD1,0.08543
WDR93,0.07864
MYOD1,0.09503
LRRIQ4,0.09502
TREM1,0.05066
RP11-10A14.4,0.09499
ZNF124,0.09498
C12orf56,0.09498
FAM162B,0.09489
AC104472.1,0.07808
RP11-181C3.1,0.09484
CKLF,0.06814
HEPACAM2,0.08097
EREG,0.09463
C20orf201,0.08158
POM121L12,0.0946
AC069547.2,0.09459
CCNO,0.08309
RP11-362K2.2,0.04928
HIST1H4F,0.06404
CHST4,0.04319
WDR16,0.0943
TXNDC8,0.09423
ANKRD7,0.09422
FCRL1,0.08748
ABHD1,0.03435
SEC14L3,0.03291
TMPRSS11A,0.0722
ACOXL,0.05135
PROL1,0.09383
SPINK9,0.0938
PLSCR2,0.09371
SLC35D3,0.08661
C9orf131,0.05171
SPZ1,0.08453
REG4,0.09353
OR10H1,0.05402
OR2B11,0.02201
HTR1D,0.08841
TMEM212,0.09335
C2orf16,0.05086
CALHM3,0.08281
GALR1,0.09328
SDIM1,0.09322
FAM169B,0.09318
ZNF804B,0.09314
PCDHGA6,0.09312
CRYBA2,0.04789
ZNF391,0.05264
KRT85,0.05017
PTH2R,0.09291
CMTM1,0.05434
MCHR1,0.0929
PDZD9,0.08452
LETM2,0.0912
RP11-368I7.4,0.05455
WFDC8,0.02744
CALHM1,0.04146
CHCHD2,0.09274
BAAT,0.09273
LRRC30,0.09271
GCNT3,0.09268
RP11-463J10.2,0.06368
TARM1,0.03563
CLEC2A,0.0926
CD300A,0.08467
PROP1,0.07419
BTBD16,0.0925
SPDYE4,0.09241
C5orf46,0.09238
HIST1H2BJ,0.04427
C12orf60,0.06837
HIST1H1E,0.07157
C7orf66,0.09215
VNN3,0.0921
SLCO6A1,0.09208
SLC22A18AS,0.06586
CHRNA2,0.09196
FCRL2,0.08057
ZNF572,0.09189
TSSC4,0.05705
ZNF559,0.09182
TRIM68,0.07207
SNX20,0.06879
SERPINA6,0.09162
WFDC3,0.0493
OR2B6,0.09134
OR2T4,0.09128
CHRNA10,0.07871
C11orf94,0.03514
LGALS2,0.05444
MS4A4A,0.07738
C15orf48,0.09108
AL117190.3,0.09107
NPAP1,0.09101
ZFP69B,0.05488
C1orf53,0.09088
LY6K,0.05978
NAGPA,0.09077
C16orf90,0.05028
PDZK1IP1,0.07568
OXER1,0.05921
RNASE1,0.07674
HIST1H4C,0.07049
RUFY4,0.0906
TEX15,0.09057
DPPA2,0.09054
MIXL1,0.05376
KLK12,0.06011
C18orf56,0.09037
LAMB4,0.09037
AVP,0.06764
C20orf173,0.05064
APOA4,0.09023
NEIL2,0.09022
DMRT3,0.09019
CD160,0.05246
DKFZP434H0512,0.09018
DIRC1,0.09013
RNASE4,0.08246
SLC17A1,0.04141
ZNF597,0.07739
MRPS16,0.08985
EPB41L4A-AS2,0.0898
ZNF215,0.0898
HIST1H2BH,0.08971
FAM187B,0.03183
LHFPL5,0.04441
BLACE,0.08963
HUG1,0.03564
PLSCR5,0.08959
NPW,0.05142
CYP2C9,0.08954
C2orf61,0.0895
C9orf92,0.08946
SELV,0.03397
FAM181A,0.05284
HOXD12,0.0894
NUDT1,0.08937
STON1-GTF2A1L,0.08937
AGXT2,0.0493
AVPR1A,0.08925
SRMS,0.04167
MS4A18,0.02924
CABS1,0.08912
CCR3,0.04798
TRPM1,0.08908
RP11-94B19.4,0.08907
C10orf115,0.08904
GKN1,0.08902
SSTR5,0.02862
TAS2R60,0.01765
ANGPT4,0.08895
CCER1,0.08463
ZNF517,0.08888
KRTAP3-1,0.02959
KERA,0.08886
KLK2,0.02828
C4orf26,0.05841
ZSWIM2,0.08868
NLRP4,0.05849
PFN3,0.06935
RP11-77K12.1,0.08862
PRR9,0.02431
PCDHB1,0.01906
AL391421.1,0.08848
OR2T8,0.08848
FSIP1,0.08565
ACRV1,0.0506
ZAR1,0.08843
BSX,0.08842
MT1G,0.08841
TLDC1,0.08839
LRRC15,0.08831
CHRNA6,0.08828
PIWIL3,0.03583
KISS1,0.06387
ZNF80,0.03209
SLFN12L,0.03826
APOL5,0.08818
MCPH1,0.08818
RP11-553A10.1,0.08174
DCDC1,0.08805
C17orf50,0.02222
CRYBB3,0.08155
C2orf66,0.07798
OR2G2,0.0696
IRAK1BP1,0.08794
BPIFB4,0.08789
PARS2,0.07347
PROK2,0.06717
SAMD11,0.05961
PDE6G,0.03151
IL31,0.03181
SYT8,0.07173
TRIML1,0.0876
ZNF726,0.08758
C11orf65,0.08755
ASTL,0.03383
AC110619.2,0.06329
RP11-139J15.7,0.08739
TSPO2,0.05063
ZNF846,0.08731
IQCF6,0.03514
FOLR3,0.04255
NPBWR2,0.03376
SLFN11,0.08711
TIRAP,0.08314
POLE4,0.08701
PGLYRP1,0.04303
CLDN17,0.06474
C2orf88,0.07013
GPR55,0.04615
CAMP,0.01986
NTSR2,0.08672
TBPL2,0.08667
RP3-369A17.5,0.08666
CPO,0.08665
C1orf227,0.08655
CMTM2,0.03074
C3orf70,0.08646
CETN1,0.08644
SPERT,0.08643
OR10G6,0.05757
AC027228.1,0.04809
OR10A4,0.08634
RNF186,0.05164
REG1B,0.0863
KRTAP9-4,0.05727
GNAT3,0.08628
C13orf35,0.08616
C9orf53,0.08606
SPTA1,0.08595
AL049747.1,0.08589
OR7D2,0.08586
ENPP7,0.04535
WDR38,0.05339
HYAL4,0.08581
TMEM174,0.05558
ACOT4,0.04815
LRRC9,0.07033
ALPI,0.08558
DMGDH,0.04352
C3orf27,0.03128
RNASE9,0.08548
BST1,0.08546
BPIFB3,0.04983
C1orf143,0.08542
PROZ,0.08531
EFCAB9,0.06185
AXDND1,0.05261
VN1R2,0.05974
C10orf95,0.03906
UPK2,0.04252
PRSS45,0.03815
C21orf54,0.0481
ETV3L,0.03535
GJB7,0.03793
SCP2D1,0.08484
VSTM1,0.07267
SPRR2F,0.05744
C15orf53,0.04412
C8orf47,0.08458
PEX11G,0.04956
AC005606.1,0.04835
ADAMDEC1,0.08452
TMPRSS11BNL,0.04763
IL5,0.08452
TMEM140,0.06242
ACSM1,0.06818
MS4A6A,0.07896
VNN2,0.08432
ZSCAN32,0.08252
TCTE3,0.06209
C11orf34,0.05716
DKFZP434O1614,0.08425
KRT26,0.02582
CLEC1A,0.06211
ZC2HC1C,0.06654
PCDHGA1,0.0841
RP4-576H24.4,0.08409
DBX2,0.08408
ZNRF4,0.08398
RMI2,0.08397
C3orf22,0.04841
OR5P2,0.08381
IQCF1,0.02667
TM4SF20,0.08355
CIB3,0.03306
AL360004.1,0.06581
LYPD8,0.0834
HOXC5,0.02599
SERPINB12,0.08327
DEFB124,0.08325
CYP4X1,0.08319
ATOH1,0.08314
OR51H1P,0.06004
RP11-410N8.4,0.06378
CXXC11,0.05736
C11orf88,0.05744
DNAJC5B,0.0343
RAB19,0.08289
LRRC66,0.08286
KRTAP9-3,0.05979
CTD-2014B16.3,0.08281
ARRDC5,0.07058
SPINK8,0.03983
AF165138.7,0.08279
SLC28A2,0.04982
INS-IGF2,0.05528
AQP8,0.0827
OR8B12,0.03995
PRTN3,0.05825
FAM26D,0.01923
ACTL9,0.03444
TAS2R13,0.08254
MYL10,0.03405
RP11-1102P16.1,0.0825
KRT32,0.01825
OR2B2,0.08245
OR52H1,0.06117
PRKCDBP,0.08239
ASB10,0.02604
C16orf95,0.08229
CEMP1,0.05129
KRTAP19-8,0.06544
EFCAB4A,0.06221
TBX10,0.02537
BHLHA9,0.08205
C17orf66,0.05762
SOHLH1,0.05713
VN1R4,0.04779
ZNF57,0.08201
SPATS1,0.03907
C5orf48,0.08199
CCDC89,0.06149
RP11-116D17.1,0.08192
HSF2BP,0.08187
C2ORF15,0.06857
DPPA5,0.0435
BCL2L10,0.04922
HIST1H2AD,0.08176
GPR15,0.04823
C12orf57,0.04487
FGF22,0.06704
C20orf96,0.08166
FETUB,0.08156
RP11-351M8.1,0.08154
TRH,0.04805
PSMB11,0.03831
OR2D3,0.08137
ZNF214,0.05574
RNF133,0.0813
C18orf54,0.08048
CLECL1,0.08127
UQCR10,0.08127
IL26,0.0666
SLC26A4,0.08114
C12orf45,0.08112
CD300LF,0.04504
TSPAN16,0.0367
C4orf45,0.08095
SULT1C2,0.0719
SPATA21,0.06205
AC005481.5,0.08084
RP11-131H24.4,0.06502
MFSD6L,0.03688
ALG11,0.08076
TAS2R50,0.08075
SLC34A3,0.05081
ZNF557,0.08067
BCL2L14,0.08066
ASZ1,0.08064
H1FOO,0.03467
SLC47A2,0.06356
SULT1B1,0.06303
DNAH10OS,0.04382
FCN2,0.08042
PLEKHG7,0.05358
PAX4,0.05704
GLT6D1,0.08033
LYPD2,0.0803
SYNGR4,0.01166
KRTAP8-1,0.03834
FAM24B,0.08008
FAM183B,0.08
TEX35,0.07999
TUSC5,0.07999
ZBED2,0.07997
TNFRSF18,0.05012
C11orf53,0.04197
OR13G1,0.0646
AF131215.5,0.07979
CCDC105,0.02835
IFNA8,0.07977
CTD-2370N5.3,0.05109
BTN2A2,0.07805
PATE3,0.02892
ODAM,0.07962
KCNK18,0.07962
HSPB3,0.07284
OR1E2,0.07954
RP1-228P16.5,0.04176
EFCAB6,0.07952
C11orf91,0.04623
CLEC9A,0.05765
NANOS2,0.03536
REG3A,0.07934
OR7E24,0.07929
PRSS57,0.04442
CALCA,0.07919
ARHGAP8,0.07907
HES4,0.07906
SIRPB1,0.0745
FAM19A3,0.03827
HYLS1,0.07886
AC023469.1,0.07893
CLDN14,0.03757
DNAJC25-GNG10,0.06474
TM4SF4,0.0788
OR10P1,0.02528
MMD2,0.0682
GCG,0.07873
AC010547.9,0.07866
UGT2A3,0.0786
BHMT2,0.07857
TEX38,0.06448
SMIM22,0.0785
CTB-167G5.5,0.03251
GZMH,0.0175
CAPN11,0.07845
CTD-2287O16.3,0.07845
CYP1A2,0.03111
PCDHA8,0.03033
IGFL2,0.07842
ZNF486,0.07836
COX7B2,0.07835
AC022431.2,0.07017
CXCR1,0.0275
RP11-80A15.1,0.03121
OR3A3,0.07807
CD5L,0.02869
TREML1,0.04705
GRIK1-AS2,0.07791
CD200R1,0.05806
C17orf82,0.07134
UBL4B,0.02842
OR2AG2,0.0777
FIGLA,0.04853
RAX2,0.03687
TRAP1,0.07757
CPNE7,0.07753
CLEC12A,0.07744
UPB1,0.06709
PDX1,0.07726
HMSD,0.07715
LDHC,0.04885
CYP2C8,0.06731
PXT1,0.02886
FLJ20306,0.05091
HRH4,0.0769
OR5K2,0.04943
C15orf32,0.07683
RTBDN,0.02466
LCE1A,0.04464
C8orf22,0.07668
KRT33A,0.01918
FPGT-TNNI3K,0.07662
SLC18A3,0.06581
PLA2G2E,0.03397
MS4A13,0.06064
ABCG5,0.06401
RAX,0.07626
DKK4,0.07507
ZNF77,0.06745
C10orf53,0.07605
C22orf39,0.05794
FGFBP2,0.076
TMEM213,0.05854
TRIAP1,0.07085
CRISP1,0.07592
SLC5A9,0.07586
EDDM3A,0.04312
RETN,0.03491
C6orf223,0.03155
BHLHE23,0.06462
AL139099.1,0.06521
GDPD4,0.07557
AC005477.1,0.07523
C10orf62,0.02758
TCN1,0.03952
C4orf17,0.0452
TIGIT,0.07548
LCE2D,0.05433
C7orf57,0.07546
INSL5,0.07539
OTOP2,0.06465
SIGLEC12,0.01861
CCDC110,0.07535
HMCN2,0.05886
RP11-127H5.1,0.07534
SLC52A1,0.06434
GPR18,0.07526
VMO1,0.03716
IL22,0.04505
BPIFB6,0.06858
ARGFX,0.0752
FAM19A4,0.0752
ZNF610,0.07518
FAM209B,0.07511
KBTBD12,0.0717
NAA11,0.07504
PROKR2,0.07497
OR2V2,0.07494
C11orf45,0.07494
NMBR,0.07493
FOXR1,0.02491
FPR1,0.06871
TNFRSF10C,0.04646
PRAP1,0.07486
AP002884.2,0.04725
IGFL4,0.04706
FUT2,0.0582
LRRC19,0.07473
GALNT8,0.07467
ZNF670,0.07467
LELP1,0.04887
C8orf49,0.04451
PTRHD1,0.0745
IQCF5,0.02775
OR52E2,0.0745
ZNF534,0.07447
RCVRN,0.03733
C11orf86,0.01713
TMIGD1,0.05527
MOGAT1,0.07425
OR10A7,0.0742
MAP10,0.06388
PDC,0.07413
PRSS38,0.07413
C14orf79,0.0741
RNF151,0.04428
DPPA3,0.07408
AC007431.1,0.07408
AC104667.3,0.03964
CEACAM4,0.02814
EVX1,0.07397
NOTO,0.03926
ZNF501,0.07392
LRTM1,0.07384
ZNF778,0.07377
OVCA2,0.07368
OPRM1,0.07363
VWA3B,0.04736
ASIC5,0.07361
HBM,0.06196
FOXH1,0.04501
GLIPR1L2,0.07099
UPK3A,0.05827
MS4A14,0.03796
CCR8,0.05982
SCGB3A1,0.06442
C7orf62,0.07343
MSR1,0.07343
CLEC6A,0.07337
ACOT6,0.0476
RP11-247C2.2,0.02121
PRLHR,0.07333
KPNA7,0.05408
PDYN,0.07328
HAND1,0.063
RP11-542P2.1,0.05805
C1orf200,0.07312
RP11-276H1.3,0.05605
ACTL8,0.073
DEFB125,0.07299
KCNA10,0.03087
C16orf89,0.07294
IZUMO2,0.03636
DHRS2,0.03998
OR6X1,0.02064
CLDN8,0.0726
C21orf90,0.01126
CYP1A1,0.04555
TEX19,0.07104
KCNK13,0.0724
TXNRD3NB,0.0491
KEL,0.04497
MYL5,0.04564
AC003006.7,0.06997
SLC25A21-AS1,0.07221
CPLX4,0.03811
IFNA6,0.07212
OR56A4,0.07206
SERPINA12,0.07202
AMZ1,0.07196
MMP26,0.07187
SLC22A24,0.03948
RP11-171N4.2,0.0718
RP11-661C8.3,0.07179
C9orf171,0.0458
HIST1H4D,0.04771
GJC3,0.0287
GPR111,0.07165
OR2G6,0.0716
C16orf92,0.03035
AC012123.1,0.03613
HTR3C,0.07149
RTP1,0.07146
C16orf71,0.07134
MBL2,0.07117
FCRLA,0.04384
C5orf47,0.07108
IFNE,0.07107
GSTA3,0.07104
AC131097.4,0.071
PENK,0.06168
TAC4,0.07095
LECT2,0.07093
HIST1H1C,0.07083
CEACAM6,0.07082
GK2,0.07074
TCP10L,0.0636
LINC00346,0.07063
C12orf42,0.07057
RP11-408E5.4,0.06978
OR51E1,0.0705
ZNF229,0.0705
STARD6,0.05514
DPEP1,0.0704
SH2D1B,0.05632
FABP2,0.07032
CSNK1A1L,0.07029
WFDC1,0.07026
SLC22A2,0.07026
PDHA2,0.07019
SPATA12,0.06028
A4GNT,0.05767
CLEC4C,0.05822
IDI2,0.07003
UGT2B7,0.04559
OR6C74,0.03807
ZNF683,0.03328
TSPAN19,0.06982
DRD4,0.03614
SELP,0.04294
KRTAP10-3,0.04129
TMEM52B,0.04981
FAM194A,0.06968
KRT82,0.01508
MBD3L1,0.02962
TTC29,0.06934
MTERF,0.06933
SLCO1B7,0.06932
AP000679.2,0.03223
OR2AE1,0.02495
SAG,0.03261
OR52L1,0.04441
GPR141,0.06913
SIGLEC15,0.04801
C11orf44,0.06895
GPR151,0.06894
WNT16,0.05819
KLHDC7A,0.05789
SLCO1B1,0.06879
C1orf147,0.03622
TSSK2,0.05347
NLRP14,0.06869
KIR3DX1,0.03844
PATE1,0.06865
GLYATL1,0.06857
RNF223,0.06245
C5orf27,0.0661
RNASE10,0.04523
FCN1,0.06819
PPBP,0.02522
OR52N1,0.06824
SLC22A14,0.06821
ABHD12B,0.06816
SLAMF9,0.01749
SLC28A1,0.06811
MRGPRE,0.04844
UTS2,0.06809
SEC14L4,0.05177
IGFALS,0.03896
DEFB126,0.06803
PRM2,0.06793
KRT40,0.02337
IL36B,0.02936
RNASE12,0.02212
DDIT4L,0.06775
RTP3,0.03988
F2RL2,0.06766
PRM1,0.06763
SPATA9,0.06762
GHRH,0.04645
FAM166A,0.05367
KRTAP5-6,0.06734
HMX2,0.05147
FCRL4,0.0424
OR9A2,0.06556
TIFAB,0.00704
KHDC1L,0.04559
KRTAP5-9,0.03369
ADAM18,0.06699
OR1J4,0.06698
ZFR2,0.04234
NOBOX,0.06691
LRIT2,0.0669
CASP14,0.06681
C2orf57,0.0668
AC011500.1,0.02185
CCDC63,0.02533
AC092675.3,0.0257
HAVCR1,0.0667
OR56A1,0.05911
GKN2,0.06655
RP11-297M9.1,0.06651
SCTR,0.04713
URAD,0.06646
TMEM239,0.04385
C13orf45,0.06637
CLLU1OS,0.06634
RP11-872D17.8,0.05738
MEP1B,0.06612
KCNK17,0.05395
TAS2R4,0.05561
AL136218.1,0.05345
OR1N1,0.06322
MORN5,0.03738
MMP27,0.0481
AL450307.1,0.06591
HEPN1,0.06586
CYP4F11,0.06563
FAM71F1,0.03019
EPPIN,0.03735
FHL5,0.06575
KNCN,0.02163
CHST6,0.04552
TGM4,0.03708
AC097381.1,0.06566
B4GALNT2,0.03993
OR5P3,0.06557
RP11-536G4.1,0.05359
TEKT3,0.04491
SCT,0.0285
OR51B4,0.05472
AC079341.1,0.03568
TPPP2,0.03216
RP11-272B17.2,0.06506
C10orf82,0.06285
LIPJ,0.05405
ACP6,0.06497
PRNT,0.06486
HIST1H4B,0.06473
FAM92B,0.06455
IGFBPL1,0.04446
KRTAP4-6,0.05384
NEK5,0.06438
TP53AIP1,0.06423
LINC00696,0.05879
RP11-552I14.1,0.06419
SCGB2A2,0.0572
OR3A2,0.06414
FGL1,0.06409
GCNT6,0.06406
TMEM171,0.06402
AC011239.1,0.06401
RP11-1C1.5,0.06401
MMP1,0.06395
NXNL1,0.05377
GJA8,0.0639
C5orf49,0.0639
CCK,0.06389
OR7A5,0.04003
OR56A3,0.06305
SLC5A4,0.06358
CYTL1,0.06355
FAM81B,0.06273
AP000322.53,0.06346
UTS2B,0.06338
METTL21C,0.05569
RP11-944C7.1,0.06329
FGFBP3,0.05743
CCDC140,0.06314
SLC22A25,0.02521
ART1,0.06309
NLRP2,0.05144
MC4R,0.06283
TAS2R38,0.06277
OR52W1,0.03721
MC5R,0.06276
SERPINB10,0.06272
CDKN2A,0.06262
LILRB4,0.0413
TLR1,0.05571
TMEM82,0.03321
APITD1-CORT,0.06245
WFDC13,0.02483
FCRL3,0.04269
WFDC11,0.05349
TPD52L3,0.0623
MS4A15,0.02606
CTD-2210P24.4,0.03898
KPRP,0.03693
PNPLA5,0.06216
ROPN1L,0.04152
ZNF669,0.06187
GAST,0.01602
CTD-2215E18.1,0.06183
CALCB,0.0425
CIB4,0.02463
PBOV1,0.05736
FPR3,0.04683
NLRP5,0.06164
C8orf86,0.04974
MSRA,0.06156
POU5F2,0.06062
FAM167A,0.0614
HIST1H3A,0.04268
RP11-404P21.8,0.06131
CLEC12B,0.05247
GP6,0.04332
RNASE13,0.03622
NKX2-4,0.05453
OR4D1,0.05703
CTB-186H2.3,0.02694
C4orf22,0.06104
BHMT,0.04437
OR2V1,0.06089
CD36,0.06085
ACTBL2,0.06084
RP11-404L6.2,0.06082
MS4A4E,0.04351
C2orf83,0.06073
PCDHA9,0.02585
LGALS14,0.01609
AC138647.1,0.06052
CYP3A43,0.0282
RP11-187E13.1,0.06049
UGT2A1,0.04848
GRP,0.06041
TAS1R2,0.03397
OR14K1,0.06027
ANKRD66,0.06025
CERKL,0.05041
MMP7,0.0602
CXCL3,0.04956
RNF183,0.03897
GLYAT,0.02924
OPN4,0.05063
LY9,0.03352
PDE11A,0.05983
SUCNR1,0.05153
C10orf25,0.02902
KRTAP19-3,0.05974
OR2C1,0.04214
C2orf73,0.05966
SPATA8,0.05962
RP11-386G21.2,0.05959
C1orf177,0.04273
RP1-139D8.6,0.03616
GPRIN2,0.05949
SYCN,0.05942
NOXO1,0.02578
OR1C1,0.05915
KB-1980E6.3,0.04178
AC004076.9,0.05902
PFN4,0.04096
C11orf16,0.05891
FABP12,0.05888
UBE2U,0.05885
OR51G2,0.03733
IL13,0.02374
PLA2G2C,0.03921
TSLP,0.05876
FANCA,0.05867
OR1L3,0.0586
GHRL,0.03277
TMEM74,0.05855
RFPL4B,0.0325
MT1A,0.05231
CXCL9,0.03374
RP11-210M15.2,0.0436
C8orf17,0.05842
NPY4R,0.05724
C1orf234,0.02409
DUPD1,0.02799
CCDC38,0.05818
LYPD4,0.01885
OR52D1,0.05812
MMP20,0.05807
CPZ,0.05807
UGT3A1,0.04507
C1orf100,0.05805
ACTL7B,0.05258
C10orf67,0.05803
OR4D6,0.02402
HIST1H1D,0.05793
TMPRSS12,0.04295
GLIPR1,0.05779
TUBAL3,0.05776
OR6A2,0.05772
ZFP37,0.05771
PRSS35,0.04565
HIST1H2BF,0.0283
ADAM30,0.04451
SPATA19,0.05745
RP11-625H11.1,0.05741
SSMEM1,0.04242
BPIFA1,0.05734
DNAH17-AS1,0.05733
CNBD1,0.05722
MAP1LC3C,0.05722
SIGLECL1,0.01981
CCDC37,0.04241
PLA2G2F,0.0571
IL9,0.03046
AC062017.1,0.05697
